uid,dob,gender,province,country
100743,1954-11-09,2,44,vn
126926,1994-04-07,1,24,vn
119216,1982-09-20,2,27,vn
108709,1959-04-13,1,11,vn
126948,2007-01-04,2,12,vn
105711,1981-03-10,1,61,vn
106748,1956-07-24,1,35,vn
102238,1978-09-07,1,55,vn
109016,1987-10-24,2,12,vn
103416,1984-05-22,2,51,vn
105108,1987-08-30,2,25,vn
124092,1959-03-04,1,32,vn
117057,1952-03-02,2,12,vn
122075,1978-06-19,2,16,vn
103228,1977-11-03,2,58,vn
125954,1976-04-19,2,24,vn
101615,2006-08-06,2,13,vn
101724,2007-02-11,1,27,vn
109867,1964-11-20,1,31,vn
117901,2002-06-17,2,54,vn
120505,1974-11-09,2,33,vn
113573,1977-12-31,2,8,vn
115308,1982-09-13,1,21,vn
111723,1984-09-19,2,55,vn
116711,1961-11-25,2,21,vn
120778,1981-09-14,1,61,vn
119834,1996-08-25,2,42,vn
115797,1975-03-23,2,29,vn
108112,2002-08-14,2,54,vn
108488,1989-09-27,1,30,vn
125050,1977-01-07,1,21,vn
126166,1987-07-31,1,48,vn
115357,2007-05-14,2,8,vn
128507,1978-06-09,2,1,vn
127994,2001-08-05,2,51,vn
106592,1965-05-07,2,52,vn
125029,1999-11-08,1,29,vn
124036,1973-11-12,1,37,vn
100613,2008-08-07,2,32,vn
110282,1984-06-07,2,1,vn
126867,2007-03-23,1,14,vn
102143,1977-08-18,2,3,vn
110858,1984-08-23,2,58,vn
112711,1991-01-10,2,19,vn
122297,1952-05-26,1,43,vn
100149,1999-09-12,1,28,vn
114028,1998-02-12,1,19,vn
128054,1954-03-30,2,1,vn
122214,1974-12-24,1,14,vn
122007,1966-03-18,1,59,vn
121099,1995-05-10,2,46,vn
113926,1994-09-22,1,36,vn
116212,1999-05-19,1,42,vn
122032,1981-02-16,1,55,vn
101527,1990-01-14,1,62,vn
123424,2000-08-18,1,9,vn
114389,2009-10-04,1,12,vn
115829,1966-02-04,1,19,vn
125627,1951-03-31,1,12,vn
129076,1962-06-26,2,42,vn
121866,1958-04-17,2,37,vn
118847,1982-10-25,1,51,vn
120657,1996-04-10,2,60,vn
101128,1952-05-18,1,6,vn
123102,2005-04-22,2,55,vn
117243,1990-12-01,1,6,vn
106852,2000-12-20,1,31,vn
125974,1973-12-23,2,47,vn
103628,1978-07-28,2,19,vn
109012,1995-05-11,1,14,vn
124869,1989-09-16,1,6,vn
102315,1961-05-03,1,50,vn
126321,2001-05-10,1,57,vn
128703,2002-08-07,1,25,vn
115405,1997-07-12,2,57,vn
112950,1970-09-11,1,6,vn
101700,1966-06-02,1,17,vn
102645,2002-10-25,2,55,vn
107629,2009-03-22,2,1,vn
110512,1963-03-07,2,55,vn
107890,1962-03-17,2,33,vn
127790,1991-01-20,1,36,vn
123263,1980-06-01,1,11,vn
123210,2007-11-15,1,50,vn
103787,1971-03-31,2,57,vn
123981,1980-12-20,1,36,vn
101667,1976-02-04,2,47,vn
127494,1983-09-28,2,54,vn
108033,1971-04-03,1,35,vn
121114,2001-12-01,2,43,vn
121907,1975-07-23,1,48,vn
120060,1954-09-15,2,23,vn
127922,1957-03-24,2,53,vn
112431,1964-10-04,1,28,vn
115651,1966-04-03,1,26,vn
118911,1956-06-15,1,46,vn
122847,2007-01-13,1,5,vn
103085,1980-01-02,2,11,vn
112387,2004-08-23,1,41,vn
111917,1997-07-31,1,13,vn
124369,2005-02-03,1,10,vn
129505,1950-08-08,1,30,vn
115219,2003-05-12,2,8,vn
104214,1971-12-31,2,36,vn
109400,2001-01-23,1,36,vn
119756,1972-05-11,2,46,vn
100665,1955-08-03,1,26,vn
107668,1950-09-04,2,48,vn
127459,1967-06-13,2,27,vn
105308,1954-10-31,1,54,vn
113053,1986-06-24,1,8,vn
101790,1963-10-22,1,54,vn
116259,1984-04-25,1,14,vn
124220,1985-05-11,1,31,vn
129682,2006-09-23,2,14,vn
114576,1960-09-20,1,33,vn
116310,2005-05-11,1,39,vn
104319,2001-04-19,1,20,vn
102799,1952-05-09,2,4,vn
100464,1951-09-27,2,41,vn
119247,1965-03-25,2,41,vn
126100,1976-01-01,1,18,vn
116896,1966-01-06,1,16,vn
100707,1961-02-07,2,10,vn
115704,1974-10-28,2,16,vn
105897,1996-07-28,2,12,vn
121042,1953-02-19,2,40,vn
114507,1968-02-21,1,5,vn
112786,1956-06-18,2,35,vn
110862,1965-07-31,1,44,vn
105354,1967-04-27,1,3,vn
114983,2008-02-01,2,60,vn
128460,1956-04-08,2,19,vn
116457,1989-09-17,1,41,vn
101061,1961-05-19,1,12,vn
125111,1985-03-18,1,29,vn
121577,2001-11-22,1,22,vn
119255,1953-04-07,2,55,vn
113989,1975-10-04,1,36,vn
117909,1991-04-18,2,37,vn
122810,1972-06-03,2,14,vn
128515,2009-02-25,1,40,vn
113007,1998-11-24,2,1,vn
126416,1993-03-06,1,7,vn
115885,1990-11-01,2,57,vn
122152,2001-09-24,1,23,vn
125754,1986-10-06,2,15,vn
113803,1985-09-17,2,62,vn
101650,1973-02-09,1,47,vn
107447,1983-06-24,2,49,vn
119363,1983-02-15,1,46,vn
111243,1966-09-23,1,49,vn
105726,1964-11-11,1,43,vn
127895,2000-07-09,2,60,vn
110105,2006-08-28,2,27,vn
105402,1970-01-16,1,21,vn
128091,2006-06-23,1,61,vn
112880,1998-10-27,2,51,vn
109610,1977-07-31,1,15,vn
126906,2007-05-14,2,13,vn
113896,1986-05-07,1,34,vn
120257,2008-03-25,1,40,vn
112123,1962-09-11,1,32,vn
111796,1964-10-09,2,56,vn
110426,1989-06-22,2,47,vn
119084,1983-02-07,2,11,vn
107916,1978-11-26,1,34,vn
103548,1962-02-08,2,63,vn
110979,1964-09-23,2,5,vn
102475,1953-03-04,1,30,vn
112988,2001-06-28,2,23,vn
109035,1950-09-26,1,32,vn
111682,1963-09-14,2,30,vn
116277,1988-09-16,2,39,vn
113737,1974-09-14,1,4,vn
123635,2004-12-30,1,59,vn
113127,2004-07-20,1,41,vn
104930,1979-09-30,1,47,vn
104324,1953-05-15,1,43,vn
124765,1985-04-03,2,36,vn
117934,2007-01-11,2,36,vn
110930,1961-07-09,1,8,vn
111944,1989-03-01,1,47,vn
114459,1984-10-12,2,23,vn
114383,2010-04-21,1,42,vn
104597,1972-10-08,2,3,vn
123616,1953-03-18,1,44,vn
122082,1976-03-19,2,29,vn
108051,1973-12-20,2,38,vn
109137,1993-11-16,2,19,vn
121526,1977-03-25,1,11,vn
120589,1992-12-05,2,39,vn
115643,1970-11-24,1,36,vn
104692,1980-03-22,2,10,vn
106294,2004-10-10,2,48,vn
119461,1982-04-10,2,1,vn
111483,1974-02-13,2,49,vn
105028,1974-08-24,2,43,vn
126967,1978-10-18,1,53,vn
110694,1954-11-03,1,26,vn
125334,2001-06-23,2,4,vn
110532,1991-12-03,2,48,vn
114863,1992-05-16,2,47,vn
129406,1951-06-26,1,63,vn
110731,1959-04-19,2,26,vn
106597,2007-12-10,1,24,vn
100367,2001-05-26,1,39,vn
129150,1966-06-25,1,5,vn
120749,1959-08-11,2,63,vn
110781,1987-11-14,2,18,vn
115950,1986-03-23,2,28,vn
107731,1950-02-06,2,24,vn
118644,1974-07-11,1,52,vn
113590,1995-09-17,1,29,vn
106064,2009-03-29,2,3,vn
106222,1985-05-23,2,25,vn
126347,1960-03-22,2,20,vn
104569,1999-04-02,1,20,vn
110322,2002-03-10,2,38,vn
127505,1968-03-19,1,49,vn
119530,2008-11-26,2,7,vn
119919,1976-12-30,1,43,vn
126999,1973-12-07,1,57,vn
121158,1994-10-03,1,1,vn
121622,1975-06-24,1,11,vn
109660,1955-07-22,1,3,vn
124783,1994-06-24,2,12,vn
104151,1963-06-11,2,38,vn
123707,1997-09-01,1,54,vn
101734,1993-08-01,1,59,vn
126893,1998-11-26,1,52,vn
120956,1956-11-20,2,11,vn
127421,1978-10-17,1,13,vn
129649,1952-02-01,2,27,vn
106236,1998-07-11,2,62,vn
113069,1971-10-13,1,47,vn
113487,1986-02-09,2,33,vn
122661,1986-11-07,2,47,vn
110147,1978-01-18,2,27,vn
125560,1978-02-14,2,34,vn
110905,1972-02-20,1,57,vn
115770,2001-07-11,1,11,vn
101944,1988-06-05,2,11,vn
127427,2010-05-12,2,8,vn
126389,1998-05-26,1,21,vn
127949,1965-11-09,2,7,vn
123831,2004-09-24,2,46,vn
122987,1957-10-23,2,27,vn
103766,1974-01-04,2,22,vn
120961,2007-07-10,1,56,vn
118616,1962-01-29,1,4,vn
118979,1983-06-18,1,11,vn
122694,1976-03-05,1,40,vn
126513,2002-10-29,1,42,vn
102822,1960-07-18,1,53,vn
110574,1971-06-15,1,14,vn
107900,1968-01-28,1,7,vn
101927,1995-10-07,2,5,vn
119847,1975-10-29,1,53,vn
129734,1983-09-30,2,27,vn
121336,2008-09-30,2,1,vn
111710,1977-12-25,2,6,vn
126094,1984-08-21,2,30,vn
110825,1989-11-29,1,31,vn
128569,1996-09-07,1,17,vn
101396,1988-03-08,1,36,vn
103235,2002-11-30,1,58,vn
126103,1987-05-24,2,53,vn
113262,1967-03-30,2,46,vn
108658,1959-08-13,1,35,vn
100961,1961-06-29,1,17,vn
102073,1981-08-19,1,16,vn
124750,1996-03-25,2,36,vn
121634,1998-07-15,1,59,vn
119937,1954-09-27,2,43,vn
119176,1993-06-03,2,49,vn
106258,1974-10-12,1,37,vn
101080,1952-10-21,2,37,vn
111777,1983-06-23,1,9,vn
100131,1987-08-06,2,5,vn
108197,1992-10-01,2,22,vn
122122,1956-03-03,2,52,vn
113469,1964-06-05,1,35,vn
121754,1999-05-10,1,36,vn
101961,1994-10-30,2,31,vn
124791,1963-09-24,2,10,vn
104045,1981-10-07,2,55,vn
120229,2010-02-16,2,33,vn
116354,1991-02-17,2,42,vn
119538,1954-05-02,1,42,vn
120173,1986-07-04,2,17,vn
122637,2009-01-01,2,43,vn
114088,1973-09-15,1,18,vn
103205,1981-09-09,1,27,vn
119955,2004-09-06,2,55,vn
116474,2002-10-16,1,56,vn
112936,1958-04-02,2,11,vn
120981,1996-06-22,1,61,vn
109132,1997-05-23,2,49,vn
125063,1973-04-11,2,36,vn
122039,1950-03-11,1,57,vn
120244,1967-05-01,1,9,vn
119734,1962-11-15,1,3,vn
115820,1966-01-29,2,41,vn
104582,1984-07-31,1,31,vn
107007,1985-10-17,2,23,vn
113330,1984-04-06,1,34,vn
105291,2010-08-11,2,40,vn
116079,1964-04-22,2,46,vn
116202,1973-02-14,1,26,vn
114621,1987-09-08,1,33,vn
110861,2002-08-08,1,37,vn
122353,1960-09-02,1,41,vn
105765,1988-09-09,1,49,vn
104497,1973-06-02,1,41,vn
112157,1993-10-22,2,31,vn
117887,1974-04-12,1,47,vn
101115,2006-05-30,1,56,vn
103248,1959-05-03,2,15,vn
113836,1961-08-14,1,18,vn
123737,1986-08-26,2,59,vn
108427,1957-12-15,1,57,vn
118008,2002-03-14,1,53,vn
116449,2005-04-29,1,44,vn
105815,1957-02-27,2,32,vn
127664,1962-02-06,1,19,vn
100819,1951-11-28,2,32,vn
114309,1957-10-26,1,56,vn
111029,1976-06-27,2,26,vn
116395,1982-12-01,1,23,vn
111214,1990-02-25,1,63,vn
104686,2006-08-01,1,32,vn
118924,2005-05-19,2,48,vn
107535,1978-09-26,2,12,vn
102352,1956-07-12,2,55,vn
117471,1959-05-01,2,14,vn
106366,1996-09-28,1,55,vn
126164,1994-05-17,2,17,vn
129401,2000-03-07,1,42,vn
118613,1967-04-04,1,13,vn
108904,1970-07-19,2,32,vn
118568,1992-05-22,2,3,vn
111762,1986-11-16,1,1,vn
128560,1959-07-13,2,33,vn
109085,1979-04-11,2,43,vn
112818,1986-12-26,1,30,vn
125387,2007-08-30,1,61,vn
109153,1981-02-17,1,40,vn
112982,1956-09-18,1,53,vn
111324,1997-04-22,1,52,vn
106097,1958-01-07,2,30,vn
109668,1990-10-21,2,29,vn
124748,1979-05-17,1,51,vn
114779,1975-06-01,1,24,vn
102724,1954-12-13,1,53,vn
101627,1970-01-19,1,38,vn
103772,2004-10-04,2,29,vn
109531,1958-12-16,1,40,vn
109542,1968-07-31,1,17,vn
103473,1992-08-13,2,26,vn
101087,1957-06-04,1,33,vn
106141,2001-09-08,1,10,vn
124451,1963-05-26,2,3,vn
128182,1954-10-26,2,58,vn
125116,1969-03-31,2,23,vn
125964,1999-01-21,2,43,vn
121148,1994-03-16,2,55,vn
114882,1968-05-16,2,59,vn
126392,1996-05-26,1,2,vn
106266,1970-12-08,2,26,vn
118233,1953-04-14,1,38,vn
111882,1971-02-22,2,20,vn
103465,2001-09-04,2,24,vn
110496,2007-12-25,1,38,vn
128820,1966-06-09,1,13,vn
129197,1999-10-03,1,36,vn
127166,1994-03-19,2,22,vn
118228,1957-02-13,2,17,vn
101822,1963-03-06,2,60,vn
105945,1974-02-08,2,49,vn
117639,1957-09-01,2,5,vn
112639,1999-05-25,2,48,vn
102565,1981-03-12,2,18,vn
122413,1971-01-12,2,3,vn
117441,2000-10-02,2,14,vn
109273,2000-08-19,2,41,vn
120951,1953-03-13,1,63,vn
122925,2002-11-15,2,55,vn
113061,1958-09-03,2,15,vn
111407,1981-05-26,1,44,vn
116832,2007-05-08,2,50,vn
112195,2002-01-27,1,5,vn
115137,1964-11-17,2,25,vn
127393,1985-12-08,2,33,vn
114343,1999-04-29,1,29,vn
102408,1951-11-21,1,24,vn
110674,2008-09-25,1,29,vn
104462,1969-12-26,2,41,vn
115354,1956-02-27,1,62,vn
123014,2003-02-14,1,59,vn
109208,1972-05-14,2,25,vn
102004,1989-08-06,2,60,vn
115963,1980-02-15,2,54,vn
100377,2007-06-11,1,21,vn
108912,1993-01-01,2,20,vn
118727,1984-05-11,1,47,vn
128584,1977-04-25,2,39,vn
108729,1954-07-15,1,48,vn
128079,2003-04-13,2,53,vn
115167,1951-09-13,1,14,vn
108772,2007-02-18,2,57,vn
122454,1971-02-10,1,33,vn
122195,1996-09-23,2,38,vn
121368,1952-04-01,1,15,vn
106105,1954-10-06,2,58,vn
114880,1951-09-07,2,8,vn
110085,1960-05-31,1,43,vn
125041,2003-04-04,1,52,vn
113294,2004-11-24,1,2,vn
115485,2004-08-04,1,40,vn
118320,1966-08-08,1,61,vn
111237,1983-01-10,1,60,vn
119973,1955-11-15,1,32,vn
126814,1965-12-12,1,59,vn
114345,1988-12-26,1,35,vn
123558,2008-02-15,1,6,vn
129781,2005-07-21,1,47,vn
125684,1952-10-19,1,9,vn
111631,1976-06-08,2,22,vn
119982,1971-05-04,2,26,vn
121798,1974-01-01,1,31,vn
117383,1974-08-11,2,22,vn
105347,1984-05-31,2,46,vn
109695,1983-11-25,2,58,vn
105504,1999-11-17,2,21,vn
108342,1968-04-16,2,30,vn
101761,2005-08-29,2,56,vn
115292,1999-08-15,1,1,vn
104066,1979-12-19,1,26,vn
119249,1967-03-09,1,7,vn
102493,2010-10-19,2,47,vn
123734,2003-06-13,2,2,vn
128348,2009-09-22,1,41,vn
123891,1970-02-23,1,1,vn
113011,1961-05-09,2,17,vn
123485,1951-05-14,2,36,vn
102285,1984-06-29,2,48,vn
114709,1987-06-22,2,37,vn
107532,2009-10-19,1,37,vn
109009,1972-12-31,2,26,vn
113335,1993-05-19,2,33,vn
128478,1984-08-13,2,45,vn
113857,1990-02-01,1,44,vn
103458,1996-07-23,1,12,vn
122120,2007-12-25,1,36,vn
107077,1999-12-15,1,38,vn
103859,1977-12-11,2,31,vn
129570,2003-11-15,1,22,vn
115447,1971-03-14,1,5,vn
112440,2005-02-06,1,39,vn
114325,1958-10-26,2,22,vn
129219,2010-07-13,2,23,vn
118967,1987-03-16,2,6,vn
115410,1965-08-20,2,8,vn
123967,1967-05-30,2,27,vn
125905,2008-08-10,2,56,vn
129595,1993-05-14,1,55,vn
101897,1977-05-24,2,23,vn
109900,1950-10-19,1,21,vn
115614,1982-06-08,2,60,vn
116600,1966-08-26,2,27,vn
109927,1994-07-25,2,35,vn
129485,1968-11-21,1,16,vn
126294,2005-11-07,2,39,vn
100037,1955-06-21,1,58,vn
117310,2002-08-14,1,38,vn
109514,1984-07-10,2,57,vn
101226,1966-10-27,1,57,vn
124310,1971-09-04,2,60,vn
120310,1988-11-24,2,52,vn
100226,1969-02-02,2,44,vn
128844,2009-07-13,2,43,vn
125485,1961-06-29,2,48,vn
117231,2005-07-29,2,27,vn
113303,1973-06-13,1,20,vn
127139,1978-06-27,1,49,vn
103858,1973-10-22,1,20,vn
119196,1968-07-08,1,55,vn
109067,1999-08-01,2,52,vn
100647,2003-01-18,1,39,vn
104939,1951-01-27,2,43,vn
115304,1999-11-30,2,6,vn
121088,1960-08-23,1,12,vn
109367,1994-09-11,1,20,vn
126723,1982-09-10,2,13,vn
103139,1976-01-14,2,19,vn
106113,1991-04-25,1,50,vn
123776,1970-04-30,2,12,vn
110820,1996-01-09,1,48,vn
126391,1970-11-27,1,29,vn
105777,1963-09-25,1,37,vn
106560,2000-12-28,2,44,vn
117024,1982-10-15,1,33,vn
104950,1952-03-18,2,50,vn
118164,1980-03-09,1,31,vn
101841,1967-04-03,1,46,vn
121856,2005-11-12,1,28,vn
117609,1989-01-04,1,7,vn
100022,1969-08-05,2,30,vn
110414,1985-10-08,1,40,vn
109120,1966-07-26,2,30,vn
114363,2010-02-01,2,60,vn
104006,1994-07-06,2,26,vn
124473,2005-12-27,2,24,vn
101722,1968-05-20,2,63,vn
106932,1986-05-09,1,39,vn
103524,1965-06-08,1,22,vn
128580,1959-03-25,2,14,vn
116512,1994-04-04,1,59,vn
125205,1967-02-13,1,35,vn
102988,1988-05-01,1,28,vn
101512,1970-05-08,2,41,vn
121348,2007-05-14,1,42,vn
116977,2000-02-12,1,30,vn
106743,2009-07-29,1,38,vn
112297,1958-09-23,1,3,vn
101364,1984-01-10,1,11,vn
119227,1970-04-10,2,27,vn
124630,1956-06-21,1,20,vn
103310,1985-01-26,1,9,vn
108221,1974-10-27,2,41,vn
119277,1987-09-05,2,15,vn
113940,1953-02-13,1,59,vn
103038,1967-09-24,2,9,vn
115197,2008-03-05,2,51,vn
118380,1959-06-07,2,15,vn
121346,1964-02-02,2,32,vn
100412,2004-02-16,1,45,vn
124401,1996-04-03,2,33,vn
113630,1978-02-05,1,21,vn
127428,1950-09-15,1,18,vn
114951,1986-11-20,1,39,vn
104696,2004-08-23,1,51,vn
120311,1993-01-12,1,29,vn
109731,1980-10-06,2,28,vn
109641,1982-09-04,2,26,vn
128937,2004-08-28,1,38,vn
122293,1958-09-07,2,25,vn
113376,1989-12-14,1,37,vn
127368,1976-06-04,2,40,vn
103780,1987-12-15,2,38,vn
102792,2008-02-09,2,19,vn
109664,1997-11-13,2,55,vn
124402,1987-08-14,2,53,vn
122194,1980-04-04,1,13,vn
101303,1952-09-01,2,6,vn
110171,1990-01-18,2,29,vn
110527,2009-04-02,2,24,vn
108198,1984-03-01,1,43,vn
116270,1970-09-09,1,55,vn
118428,1970-07-26,1,40,vn
121684,1958-02-01,1,63,vn
101287,1995-11-02,2,28,vn
103944,1957-09-29,2,45,vn
105477,1985-02-06,1,5,vn
126508,1995-05-14,1,46,vn
118416,1981-12-25,1,24,vn
110115,2005-07-24,1,4,vn
109844,1981-03-23,1,10,vn
123581,1965-05-21,2,46,vn
105773,1961-03-03,1,48,vn
119069,1987-06-05,1,8,vn
119394,1985-05-04,2,20,vn
118254,1975-02-19,1,26,vn
128992,1990-01-15,1,58,vn
107233,1972-03-20,1,44,vn
126041,1998-05-24,2,3,vn
115506,1984-11-20,2,33,vn
113397,2005-05-17,2,9,vn
108126,2003-03-23,2,59,vn
105669,2010-04-12,1,50,vn
124969,1974-04-11,2,37,vn
111877,1993-05-13,1,9,vn
123724,1971-09-18,1,60,vn
112167,2007-03-03,1,11,vn
105680,1965-11-22,1,51,vn
110907,1962-07-23,2,17,vn
101277,1967-06-22,2,2,vn
118691,1998-06-30,1,7,vn
120251,1964-01-22,2,10,vn
114980,2009-12-14,2,21,vn
115817,1989-12-18,1,3,vn
119388,1990-02-17,1,3,vn
117451,1977-09-07,1,20,vn
106963,1997-04-16,2,60,vn
101381,1978-03-15,2,48,vn
124404,1963-08-05,2,60,vn
117207,1988-01-22,1,3,vn
108955,1987-10-22,1,5,vn
109371,1982-01-13,2,22,vn
105382,1998-03-26,2,36,vn
100520,1978-02-22,2,46,vn
128031,1993-08-30,2,11,vn
118941,1959-04-05,2,7,vn
103276,1952-08-18,1,24,vn
120115,1956-02-02,2,6,vn
125609,1980-06-20,2,11,vn
112574,1985-12-31,2,62,vn
117406,1983-01-25,1,23,vn
125899,2010-05-14,2,17,vn
126403,1958-09-12,1,13,vn
126148,1968-09-02,2,49,vn
113817,1999-05-11,1,60,vn
124323,1994-12-28,2,4,vn
106095,1969-04-09,2,48,vn
114658,2004-12-04,2,7,vn
129575,1977-02-06,2,50,vn
114078,1977-02-17,2,30,vn
100497,1959-07-17,1,43,vn
116810,1974-07-31,1,53,vn
101771,1997-10-05,1,63,vn
108090,1984-05-07,1,16,vn
109686,1954-05-14,1,21,vn
107503,1952-08-15,1,59,vn
118106,1970-02-15,2,28,vn
121512,2008-05-13,1,14,vn
126979,1976-01-23,1,10,vn
123221,1965-06-09,2,39,vn
113023,1961-05-24,1,4,vn
128911,1999-03-25,2,42,vn
106480,1975-03-03,2,14,vn
128360,1950-02-11,1,15,vn
121685,1976-12-12,1,19,vn
127099,1951-09-10,2,32,vn
115078,1973-07-18,1,6,vn
107128,1989-11-25,1,48,vn
105910,1956-03-09,2,29,vn
102229,1974-04-07,2,53,vn
107826,2005-10-23,1,34,vn
124732,1990-04-18,2,32,vn
101709,1966-10-20,1,25,vn
115920,1976-04-05,2,44,vn
101016,1953-01-27,2,48,vn
123531,1963-11-27,1,22,vn
107635,1963-10-22,1,47,vn
114168,1986-09-22,1,14,vn
101368,1975-07-24,1,56,vn
124898,1993-07-09,2,55,vn
119581,1986-01-08,2,36,vn
116100,1989-05-01,1,46,vn
124249,1975-03-07,1,43,vn
102607,1985-01-21,1,43,vn
109228,1980-04-22,2,25,vn
107385,1978-05-18,1,27,vn
102025,1987-10-15,2,46,vn
115283,1970-01-02,1,16,vn
119362,1961-03-13,1,45,vn
113648,1960-06-12,2,27,vn
123324,1951-11-16,2,22,vn
120438,1970-12-22,1,2,vn
117334,1978-01-02,2,7,vn
111644,1962-03-27,1,33,vn
117627,1990-05-05,2,56,vn
103552,1970-04-24,2,9,vn
119875,2000-06-16,2,20,vn
105756,1984-04-17,2,31,vn
118304,1954-01-15,1,41,vn
107021,1972-09-08,2,19,vn
111792,1980-05-24,1,19,vn
123718,1953-05-24,2,60,vn
124719,1982-10-10,1,35,vn
106152,1959-04-02,1,3,vn
120483,1998-03-01,1,20,vn
115551,1961-02-07,1,1,vn
108509,1964-12-08,1,50,vn
123601,1962-06-23,2,20,vn
109959,2005-03-11,2,49,vn
127748,2007-04-13,1,29,vn
107691,1971-07-05,2,50,vn
125165,1990-07-18,1,20,vn
123293,2002-11-22,2,23,vn
106484,1966-11-04,2,35,vn
100983,2003-04-19,2,31,vn
126463,2008-11-06,1,7,vn
126380,2006-06-30,1,58,vn
129057,1980-06-17,2,7,vn
105537,2004-10-07,2,46,vn
111286,1972-08-09,1,51,vn
106573,1998-01-31,2,60,vn
107194,1958-09-03,2,55,vn
115536,1960-10-27,1,4,vn
104140,2004-12-05,2,22,vn
103515,1980-12-25,2,15,vn
105829,2003-08-16,2,21,vn
106928,1967-05-24,1,29,vn
123139,1954-02-04,2,54,vn
128590,1955-10-14,2,19,vn
128752,1984-07-06,1,29,vn
102778,1963-08-15,1,49,vn
113325,1997-04-09,2,1,vn
128791,1953-04-07,2,50,vn
107949,1951-10-07,2,60,vn
103185,2008-08-13,1,56,vn
110063,1965-08-31,1,11,vn
116617,1987-08-08,1,25,vn
100230,1964-11-11,1,47,vn
113193,1974-11-14,2,49,vn
124405,1954-02-09,2,14,vn
104115,1987-09-19,1,36,vn
105437,1954-12-22,2,38,vn
107080,2005-07-29,2,16,vn
108178,2005-10-06,2,15,vn
116565,1950-05-14,2,1,vn
111351,1956-05-18,2,36,vn
118964,1951-04-25,2,44,vn
109704,1983-08-27,2,59,vn
112178,1976-07-11,2,24,vn
104030,1959-01-25,1,37,vn
113709,1950-01-21,1,37,vn
112655,1985-03-07,2,15,vn
114415,1977-05-09,2,4,vn
102491,1996-01-06,1,54,vn
106959,1967-11-02,1,30,vn
118987,1988-08-31,2,39,vn
116233,1962-11-18,2,56,vn
105817,1992-08-05,2,21,vn
104552,2005-01-24,1,47,vn
109495,1994-05-06,2,46,vn
116388,1997-02-05,1,9,vn
127966,1996-07-27,2,56,vn
122891,1986-02-07,1,27,vn
123951,1965-10-04,2,61,vn
124616,1963-04-04,2,44,vn
125315,2006-04-23,2,47,vn
125435,1950-08-15,2,16,vn
103212,1967-12-09,1,50,vn
113310,2001-04-27,2,12,vn
114157,1951-03-09,1,17,vn
123902,2007-05-21,1,2,vn
117646,1958-08-22,2,61,vn
113600,2000-06-27,1,48,vn
108515,1987-02-04,1,46,vn
126987,1979-10-19,1,49,vn
107449,1985-10-11,2,43,vn
127145,1968-03-15,2,40,vn
117168,1977-03-06,1,33,vn
116271,1952-08-06,1,22,vn
121305,1983-02-03,2,37,vn
115892,1970-01-01,2,51,vn
114001,1981-10-01,2,20,vn
112199,1968-04-22,1,12,vn
127774,1976-04-15,1,13,vn
115745,1999-06-15,2,15,vn
120610,1950-03-01,1,46,vn
124250,1966-07-28,1,32,vn
112723,1970-05-26,2,7,vn
114279,2009-04-22,2,50,vn
123726,1987-10-22,1,57,vn
111744,1994-11-17,1,57,vn
123860,1973-04-23,2,18,vn
104992,1982-04-05,1,17,vn
100127,1957-05-28,2,34,vn
104142,1980-11-23,2,31,vn
106955,1968-08-15,2,7,vn
112884,1952-06-06,1,62,vn
124995,1989-04-08,2,11,vn
129340,1997-07-22,2,18,vn
127174,1992-03-14,1,35,vn
118447,1960-06-29,1,24,vn
114437,1952-05-08,2,18,vn
127730,1955-06-27,2,20,vn
129426,1978-05-20,1,31,vn
119510,1968-03-25,1,25,vn
106489,2005-02-03,2,40,vn
122379,1978-07-26,1,52,vn
105915,1968-02-18,2,47,vn
105027,2008-04-06,2,49,vn
113586,1961-10-05,1,28,vn
109442,1988-07-30,2,28,vn
123978,1995-10-23,1,33,vn
103407,1952-04-12,2,11,vn
110056,2004-12-31,1,28,vn
102278,1973-04-15,2,59,vn
104966,2001-08-16,1,48,vn
118005,2005-12-18,2,54,vn
107651,1976-11-02,2,61,vn
100556,1963-09-08,1,48,vn
111411,2001-09-24,2,35,vn
106732,1971-10-02,1,55,vn
100735,1972-06-18,1,11,vn
125340,1982-06-26,2,35,vn
114810,1954-11-21,1,37,vn
112018,2010-01-11,2,54,vn
124721,1972-03-01,2,52,vn
117574,1985-11-01,2,30,vn
111363,1961-09-29,1,37,vn
109609,1957-11-10,2,60,vn
126435,1992-12-01,1,22,vn
128852,1950-03-23,1,61,vn
117734,1994-02-03,1,8,vn
120561,1989-06-29,2,31,vn
102869,1969-11-18,2,5,vn
127135,1961-03-17,1,59,vn
106767,1999-01-21,1,28,vn
102138,1975-07-05,1,15,vn
108159,1976-04-01,1,48,vn
120540,1995-10-04,2,18,vn
127193,1977-07-28,1,54,vn
121330,1953-05-06,1,4,vn
106800,1978-09-26,1,29,vn
108433,1984-03-19,1,62,vn
129799,1997-07-11,1,34,vn
128306,2009-06-12,1,44,vn
125321,1980-09-14,2,54,vn
115244,1980-10-24,1,34,vn
128647,1957-12-11,2,17,vn
100114,2009-01-26,2,20,vn
128516,1964-08-11,2,22,vn
118755,1966-01-21,2,60,vn
127177,1974-10-08,2,9,vn
106120,1975-06-23,2,32,vn
104721,1963-09-07,1,35,vn
